样本id,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,收率
73,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,100,9:00:00,102,0.2,10:00:00,103.0,11:00:00,105.0,0.2,200,60,50.0,9.0,5.0,12:00:00,80,13:00:00,45,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
74,300,0.0,405.0,700,14:00:00,29.0,0,0.0,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,60,50.0,9.0,5.0,20:00:00,80,21:00:00,73,60,320.0,3.5,3.5,60,23:00:00,80,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.8909999999999999
75,300,0.0,405.0,700,22:00:00,29.0,0,0.0,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,60,50.0,9.0,5.0,4:00:00,80,5:00:00,73,60,320.0,3.5,3.5,60,7:00:00,80,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,420,0.9470000000000001
76,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,101,9:00:00,103,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,60,50.0,9.0,5.0,12:00:00,80,13:00:00,72,60,320.0,3.5,3.5,60,15:00:00,79,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
79,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,102,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,60,50.0,9.0,5.0,12:00:00,80,13:00:00,73,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.879
80,300,0.0,405.0,700,14:00:00,29.0,0,0.0,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,60,50.0,9.0,5.0,19:00:00,80,20:00:00,72,60,320.0,3.5,3.5,60,23:00:00,79,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
82,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,100,9:00:00,102,0.2,10:00:00,103.0,11:00:00,104.0,0.2,200,60,50.0,9.0,5.0,12:00:00,80,13:00:00,73,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
84,300,0.0,405.0,700,22:00:00,29.0,0,0.0,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,60,50.0,9.0,5.0,4:00:00,80,5:00:00,73,60,320.0,3.5,3.5,60,7:00:00,80,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,420,0.9179999999999999
85,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,101,9:00:00,103,0.2,10:00:00,105.0,11:00:00,106.0,0.2,200,60,50.0,9.0,5.0,12:00:00,80,13:00:00,72,60,320.0,3.5,3.5,60,15:00:00,79,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
87,300,0.0,405.0,700,22:00:00,29.0,0,0.0,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,60,50.0,9.0,5.0,4:00:00,78,5:00:00,73,60,320.0,3.5,3.5,60,7:00:00,80,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,420,0.9470000000000001
88,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,102,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,60,50.0,9.0,5.0,12:00:00,80,13:00:00,73,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
89,300,0.0,405.0,700,14:00:00,29.0,0,0.0,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,60,50.0,9.0,5.0,20:00:00,80,21:00:00,73,60,320.0,3.5,3.5,60,23:00:00,79,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.8909999999999999
91,300,0.0,405.0,700,6:00:00,30.0,0,0.0,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,60,50.0,9.0,5.0,12:00:00,78,13:00:00,73,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
92,300,0.0,405.0,700,14:00:00,29.0,0,0.0,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,60,50.0,9.0,5.0,20:00:00,80,21:00:00,73,60,320.0,3.5,3.5,60,23:00:00,80,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.9129999999999999
94,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,101,9:00:00,103,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,60,50.0,9.0,5.0,12:00:00,79,13:00:00,72,60,320.0,3.5,3.5,60,15:00:00,78,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
95,300,0.0,405.0,700,14:00:00,30.0,0,0.0,16:00:00,101,17:00:00,103,0.2,18:00:00,105.0,19:00:00,106.0,0.2,200,60,50.0,9.0,5.0,20:00:00,80,21:00:00,73,60,320.0,3.5,3.5,60,23:00:00,80,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.8909999999999999
96,300,0.0,405.0,700,22:00:00,28.0,0,0.0,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,60,50.0,9.0,5.0,4:00:00,78,5:00:00,73,60,320.0,3.5,3.5,60,7:00:00,80,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,420,0.9470000000000001
97,300,0.0,405.0,700,16:00:00,29.0,0,0.0,18:00:00,102,19:00:00,104,0.2,20:00:00,105.0,21:00:00,106.0,0.2,200,60,50.0,9.0,5.0,22:00:00,80,23:00:00,73,60,320.0,3.5,3.5,60,1:00:00,80,21:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
98,300,0.0,405.0,700,0:00:00,30.0,0,0.0,2:00:00,100,3:00:00,101,0.2,4:00:00,103.0,5:00:00,105.0,0.2,200,60,50.0,9.0,5.0,6:00:00,79,7:00:00,72,60,320.0,3.5,3.5,60,9:00:00,80,11:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.925
99,300,0.0,405.0,700,11:00:00,29.0,0,0.0,13:00:00,102,13:00:00,103,0.2,14:00:00,104.0,15:00:00,105.0,0.2,200,120,50.0,9.0,5.0,17:00:00,78,18:00:00,73,60,320.0,3.5,3.5,60,20:00:00,80,22:00:00,45.0,90,90.0,30.0,1200.0,0.15,420,0.9470000000000001
100,300,0.0,405.0,700,20:00:00,29.0,0,0.0,22:00:00,101,23:00:00,103,0.2,0:00:00,104.0,1:00:00,105.0,0.2,200,60,50.0,9.0,5.0,2:00:00,80,3:00:00,73,60,320.0,3.5,3.5,60,5:00:00,80,7:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
101,300,0.0,405.0,700,4:00:00,29.0,0,0.0,6:00:00,101,7:00:00,102,0.2,8:00:00,103.0,9:00:00,106.0,0.2,200,60,50.0,9.0,5.0,10:00:00,79,11:00:00,72,60,0.0,0.0,0.0,60,13:00:00,78,5:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.9129999999999999
102,300,0.0,405.0,700,12:00:00,30.0,0,0.0,14:00:00,101,15:00:00,103,0.2,16:00:00,105.0,17:00:00,106.0,0.2,200,60,50.0,9.0,5.0,18:00:00,80,19:00:00,73,60,3.5,3.5,3.5,60,21:00:00,80,23:00:00,45.0,150,90.0,60.0,1200.0,0.15,420,0.9420000000000001
103,300,0.0,405.0,700,20:00:00,29.0,0,0.0,22:00:00,102,23:00:00,103,0.2,0:00:00,104.0,1:00:00,105.0,0.2,200,60,50.0,9.0,5.0,2:00:00,78,3:00:00,73,60,320.0,3.5,3.5,60,5:00:00,80,7:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
104,300,0.0,405.0,700,4:00:00,29.0,0,0.0,6:00:00,102,7:00:00,103,0.2,8:00:00,104.0,9:00:00,105.0,0.2,200,60,50.0,9.0,5.0,10:00:00,79,11:00:00,72,60,320.0,3.5,3.5,60,13:00:00,80,15:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
105,300,0.0,405.0,700,14:00:00,29.0,0,0.0,16:00:00,101,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,60,50.0,9.0,5.0,20:00:00,80,21:00:00,72,60,320.0,3.5,3.5,60,23:00:00,80,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,420,0.9229999999999999
106,300,0.0,405.0,700,22:00:00,30.0,0,0.0,0:00:00,100,1:00:00,102,0.2,2:00:00,104.0,3:00:00,106.0,0.2,200,60,50.0,9.0,5.0,4:00:00,80,5:00:00,73,60,320.0,3.5,3.5,60,7:00:00,79,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
107,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,100,9:00:00,102,0.2,10:00:00,103.0,11:00:00,105.0,0.2,200,60,50.0,9.0,5.0,12:00:00,78,13:00:00,73,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
110,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,101,9:00:00,103,0.2,10:00:00,105.0,11:00:00,107.0,0.2,200,60,50.0,9.0,5.0,12:00:00,79,13:00:00,72,60,320.0,3.5,3.5,60,15:00:00,78,17:00:00,45.0,90,90.0,90.0,1200.0,0.15,400,0.902
111,300,0.0,405.0,700,14:00:00,30.0,0,0.0,16:00:00,100,17:00:00,103,0.2,18:00:00,105.0,19:00:00,106.0,0.2,200,60,50.0,9.0,5.0,20:00:00,80,21:00:00,73,60,320.0,3.5,3.5,60,23:00:00,80,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,420,0.9590000000000001
112,300,0.0,405.0,700,22:00:00,29.0,0,0.0,0:00:00,102,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,60,50.0,9.0,5.0,4:00:00,80,5:00:00,73,60,320.0,3.5,3.5,60,7:00:00,80,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.8909999999999999
113,300,0.0,405.0,700,6:00:00,29.0,0,0.0,8:00:00,101,9:00:00,103,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,60,50.0,9.0,5.0,12:00:00,80,13:00:00,73,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
115,300,0.0,405.0,700,22:00:00,29.0,0,0.0,0:00:00,100,1:00:00,103,0.2,2:00:00,104.0,3:00:00,106.0,0.2,200,60,50.0,9.0,5.0,4:00:00,80,5:00:00,72,60,320.0,3.5,3.5,60,7:00:00,78,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
116,300,0.0,405.0,700,6:00:00,30.0,0,0.0,8:00:00,100,9:00:00,102,0.2,10:00:00,104.0,11:00:00,105.0,0.2,200,60,50.0,9.0,5.0,12:00:00,78,13:00:00,73,60,320.0,3.5,3.5,60,15:00:00,80,17:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
117,300,0.0,405.0,700,14:00:00,29.0,0,0.0,16:00:00,102,17:00:00,103,0.2,18:00:00,104.0,19:00:00,105.0,0.2,200,60,50.0,9.0,5.0,20:00:00,80,21:00:00,73,60,320.0,3.5,3.5,60,23:00:00,80,1:00:00,45.0,90,90.0,60.0,1200.0,0.15,420,0.935
118,300,0.0,405.0,700,22:00:00,29.0,0,0.0,0:00:00,101,1:00:00,103,0.2,2:00:00,104.0,3:00:00,105.0,0.2,200,60,50.0,9.0,5.0,4:00:00,80,5:00:00,73,60,320.0,3.5,3.5,60,7:00:00,80,9:00:00,45.0,90,90.0,60.0,1200.0,0.15,400,0.902
120,300,0.0,405.0,700,10:30:00,18.0,0,0.0,12:00:00,101,13:00:00,103,0.2,14:00:00,105.0,15:00:00,107.0,0.2,200,60,50.0,10.0,5.0,16:30:00,72,17:00:00,79,60,320.0,3.5,3.5,60,19:00:00,74,21:00:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
121,300,0.0,405.0,700,17:00:00,18.0,0,0.0,18:30:00,100,19:00:00,103,0.2,20:00:00,105.0,21:00:00,108.0,0.2,200,90,50.0,9.0,5.0,23:00:00,71,23:30:00,76,60,380.0,3.5,3.5,60,1:30:00,76,3:30:00,45.0,90,90.0,0.0,800.0,0.15,400,0.902
